race_id,date,jcd,venue,race_no,waku,reg_no,player_name,branch,age,grade,motor_no,boat_no,rank,result_time,course,st,payout,weather
202301011803,2023-01-01,18,徳山,3,4,3,3,,,,1,5,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥550 1 3連複 1 = 2 = 4 ¥200 1 2連単 1 - 4 ¥260 1 2連複 1 = 4 ¥190 1 拡連複 1 = 4 ¥120 1 1 = 2 ¥130 2 2 = 4 ¥140 3 単勝 1 ¥130 複勝 1 ¥100 4 ¥100,水面気象情報 気温 7.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011803,2023-01-01,18,徳山,3,5,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥550 1 3連複 1 = 2 = 4 ¥200 1 2連単 1 - 4 ¥260 1 2連複 1 = 4 ¥190 1 拡連複 1 = 4 ¥120 1 1 = 2 ¥130 2 2 = 4 ¥140 3 単勝 1 ¥130 複勝 1 ¥100 4 ¥100,水面気象情報 気温 7.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011803,2023-01-01,18,徳山,3,6,6,6,,,,6,6,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 2 ¥550 1 3連複 1 = 2 = 4 ¥200 1 2連単 1 - 4 ¥260 1 2連複 1 = 4 ¥190 1 拡連複 1 = 4 ¥120 1 1 = 2 ¥130 2 2 = 4 ¥140 3 単勝 1 ¥130 複勝 1 ¥100 4 ¥100,水面気象情報 気温 7.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011804,2023-01-01,18,徳山,4,1,3,3,2,,,5,6,,,,,"勝式 組番 払戻金 人気 3連単 5 - 6 - 2 ¥41,470 61 3連複 2 = 5 = 6 ¥7,820 14 2連単 5 - 6 ¥13,020 19 2連複 5 = 6 ¥7,860 14 拡連複 5 = 6 ¥990 12 2 = 5 ¥530 8 2 = 6 ¥860 10 単勝 5 ¥1,340 複勝 5 ¥600 6 ¥2,470",水面気象情報 気温 8.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011804,2023-01-01,18,徳山,4,2,5,5,4,,,5,1,,,,,"勝式 組番 払戻金 人気 3連単 5 - 6 - 2 ¥41,470 61 3連複 2 = 5 = 6 ¥7,820 14 2連単 5 - 6 ¥13,020 19 2連複 5 = 6 ¥7,860 14 拡連複 5 = 6 ¥990 12 2 = 5 ¥530 8 2 = 6 ¥860 10 単勝 5 ¥1,340 複勝 5 ¥600 6 ¥2,470",水面気象情報 気温 8.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011804,2023-01-01,18,徳山,4,3,4,4,1,,,3,,,,,,"勝式 組番 払戻金 人気 3連単 5 - 6 - 2 ¥41,470 61 3連複 2 = 5 = 6 ¥7,820 14 2連単 5 - 6 ¥13,020 19 2連複 5 = 6 ¥7,860 14 拡連複 5 = 6 ¥990 12 2 = 5 ¥530 8 2 = 6 ¥860 10 単勝 5 ¥1,340 複勝 5 ¥600 6 ¥2,470",水面気象情報 気温 8.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011804,2023-01-01,18,徳山,4,4,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 5 - 6 - 2 ¥41,470 61 3連複 2 = 5 = 6 ¥7,820 14 2連単 5 - 6 ¥13,020 19 2連複 5 = 6 ¥7,860 14 拡連複 5 = 6 ¥990 12 2 = 5 ¥530 8 2 = 6 ¥860 10 単勝 5 ¥1,340 複勝 5 ¥600 6 ¥2,470",水面気象情報 気温 8.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011804,2023-01-01,18,徳山,4,5,6,6,,,,2,,,,,,"勝式 組番 払戻金 人気 3連単 5 - 6 - 2 ¥41,470 61 3連複 2 = 5 = 6 ¥7,820 14 2連単 5 - 6 ¥13,020 19 2連複 5 = 6 ¥7,860 14 拡連複 5 = 6 ¥990 12 2 = 5 ¥530 8 2 = 6 ¥860 10 単勝 5 ¥1,340 複勝 5 ¥600 6 ¥2,470",水面気象情報 気温 8.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011804,2023-01-01,18,徳山,4,6,1,1,3,,,4,,,,,,"勝式 組番 払戻金 人気 3連単 5 - 6 - 2 ¥41,470 61 3連複 2 = 5 = 6 ¥7,820 14 2連単 5 - 6 ¥13,020 19 2連複 5 = 6 ¥7,860 14 拡連複 5 = 6 ¥990 12 2 = 5 ¥530 8 2 = 6 ¥860 10 単勝 5 ¥1,340 複勝 5 ¥600 6 ¥2,470",水面気象情報 気温 8.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011805,2023-01-01,18,徳山,5,1,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 2 ¥1,460 4 3連複 1 = 2 = 5 ¥450 2 2連単 1 - 5 ¥450 1 2連複 1 = 5 ¥330 1 拡連複 1 = 5 ¥140 1 1 = 2 ¥220 4 2 = 5 ¥560 9 単勝 1 ¥130 複勝 1 ¥130 5 ¥150",水面気象情報 気温 8.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011805,2023-01-01,18,徳山,5,2,1,1,5,,,6,4,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 2 ¥1,460 4 3連複 1 = 2 = 5 ¥450 2 2連単 1 - 5 ¥450 1 2連複 1 = 5 ¥330 1 拡連複 1 = 5 ¥140 1 1 = 2 ¥220 4 2 = 5 ¥560 9 単勝 1 ¥130 複勝 1 ¥130 5 ¥150",水面気象情報 気温 8.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011805,2023-01-01,18,徳山,5,3,2,2,,,,5,4,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 2 ¥1,460 4 3連複 1 = 2 = 5 ¥450 2 2連単 1 - 5 ¥450 1 2連複 1 = 5 ¥330 1 拡連複 1 = 5 ¥140 1 1 = 2 ¥220 4 2 = 5 ¥560 9 単勝 1 ¥130 複勝 1 ¥130 5 ¥150",水面気象情報 気温 8.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011805,2023-01-01,18,徳山,5,4,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 2 ¥1,460 4 3連複 1 = 2 = 5 ¥450 2 2連単 1 - 5 ¥450 1 2連複 1 = 5 ¥330 1 拡連複 1 = 5 ¥140 1 1 = 2 ¥220 4 2 = 5 ¥560 9 単勝 1 ¥130 複勝 1 ¥130 5 ¥150",水面気象情報 気温 8.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011805,2023-01-01,18,徳山,5,5,1,1,3,,,2,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 2 ¥1,460 4 3連複 1 = 2 = 5 ¥450 2 2連単 1 - 5 ¥450 1 2連複 1 = 5 ¥330 1 拡連複 1 = 5 ¥140 1 1 = 2 ¥220 4 2 = 5 ¥560 9 単勝 1 ¥130 複勝 1 ¥130 5 ¥150",水面気象情報 気温 8.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011805,2023-01-01,18,徳山,5,6,2,2,,,,5,4,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 2 ¥1,460 4 3連複 1 = 2 = 5 ¥450 2 2連単 1 - 5 ¥450 1 2連複 1 = 5 ¥330 1 拡連複 1 = 5 ¥140 1 1 = 2 ¥220 4 2 = 5 ¥560 9 単勝 1 ¥130 複勝 1 ¥130 5 ¥150",水面気象情報 気温 8.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011806,2023-01-01,18,徳山,6,1,6,6,4,,,4,5,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 2 ¥20,450 47 3連複 2 = 4 = 5 ¥3,030 9 2連単 4 - 5 ¥5,720 14 2連複 4 = 5 ¥2,420 7 拡連複 4 = 5 ¥670 8 2 = 4 ¥770 9 2 = 5 ¥380 5 単勝 4 ¥6,110 複勝 4 ¥330 5 ¥210",水面気象情報 気温 9.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011806,2023-01-01,18,徳山,6,2,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 2 ¥20,450 47 3連複 2 = 4 = 5 ¥3,030 9 2連単 4 - 5 ¥5,720 14 2連複 4 = 5 ¥2,420 7 拡連複 4 = 5 ¥670 8 2 = 4 ¥770 9 2 = 5 ¥380 5 単勝 4 ¥6,110 複勝 4 ¥330 5 ¥210",水面気象情報 気温 9.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011806,2023-01-01,18,徳山,6,3,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 2 ¥20,450 47 3連複 2 = 4 = 5 ¥3,030 9 2連単 4 - 5 ¥5,720 14 2連複 4 = 5 ¥2,420 7 拡連複 4 = 5 ¥670 8 2 = 4 ¥770 9 2 = 5 ¥380 5 単勝 4 ¥6,110 複勝 4 ¥330 5 ¥210",水面気象情報 気温 9.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011806,2023-01-01,18,徳山,6,4,2,2,,,,3,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 2 ¥20,450 47 3連複 2 = 4 = 5 ¥3,030 9 2連単 4 - 5 ¥5,720 14 2連複 4 = 5 ¥2,420 7 拡連複 4 = 5 ¥670 8 2 = 4 ¥770 9 2 = 5 ¥380 5 単勝 4 ¥6,110 複勝 4 ¥330 5 ¥210",水面気象情報 気温 9.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011806,2023-01-01,18,徳山,6,5,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 2 ¥20,450 47 3連複 2 = 4 = 5 ¥3,030 9 2連単 4 - 5 ¥5,720 14 2連複 4 = 5 ¥2,420 7 拡連複 4 = 5 ¥670 8 2 = 4 ¥770 9 2 = 5 ¥380 5 単勝 4 ¥6,110 複勝 4 ¥330 5 ¥210",水面気象情報 気温 9.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011806,2023-01-01,18,徳山,6,6,2,2,,,,3,,,,,,"勝式 組番 払戻金 人気 3連単 4 - 5 - 2 ¥20,450 47 3連複 2 = 4 = 5 ¥3,030 9 2連単 4 - 5 ¥5,720 14 2連複 4 = 5 ¥2,420 7 拡連複 4 = 5 ¥670 8 2 = 4 ¥770 9 2 = 5 ¥380 5 単勝 4 ¥6,110 複勝 4 ¥330 5 ¥210",水面気象情報 気温 9.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011807,2023-01-01,18,徳山,7,1,6,6,4,,,3,6,,,,,"勝式 組番 払戻金 人気 3連単 5 - 1 - 2 ¥7,110 20 3連複 1 = 2 = 5 ¥630 3 2連単 5 - 1 ¥2,610 8 2連複 1 = 5 ¥790 3 拡連複 1 = 5 ¥180 2 2 = 5 ¥460 8 1 = 2 ¥150 1 単勝 5 ¥1,040 複勝 5 ¥840 1 ¥160",水面気象情報 気温 9.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011807,2023-01-01,18,徳山,7,2,6,6,,,,3,,,,,,"勝式 組番 払戻金 人気 3連単 5 - 1 - 2 ¥7,110 20 3連複 1 = 2 = 5 ¥630 3 2連単 5 - 1 ¥2,610 8 2連複 1 = 5 ¥790 3 拡連複 1 = 5 ¥180 2 2 = 5 ¥460 8 1 = 2 ¥150 1 単勝 5 ¥1,040 複勝 5 ¥840 1 ¥160",水面気象情報 気温 9.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011807,2023-01-01,18,徳山,7,3,5,5,,,,2,6,,,,,"勝式 組番 払戻金 人気 3連単 5 - 1 - 2 ¥7,110 20 3連複 1 = 2 = 5 ¥630 3 2連単 5 - 1 ¥2,610 8 2連複 1 = 5 ¥790 3 拡連複 1 = 5 ¥180 2 2 = 5 ¥460 8 1 = 2 ¥150 1 単勝 5 ¥1,040 複勝 5 ¥840 1 ¥160",水面気象情報 気温 9.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011807,2023-01-01,18,徳山,7,4,2,2,,,,5,6,,,,,"勝式 組番 払戻金 人気 3連単 5 - 1 - 2 ¥7,110 20 3連複 1 = 2 = 5 ¥630 3 2連単 5 - 1 ¥2,610 8 2連複 1 = 5 ¥790 3 拡連複 1 = 5 ¥180 2 2 = 5 ¥460 8 1 = 2 ¥150 1 単勝 5 ¥1,040 複勝 5 ¥840 1 ¥160",水面気象情報 気温 9.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011807,2023-01-01,18,徳山,7,5,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 5 - 1 - 2 ¥7,110 20 3連複 1 = 2 = 5 ¥630 3 2連単 5 - 1 ¥2,610 8 2連複 1 = 5 ¥790 3 拡連複 1 = 5 ¥180 2 2 = 5 ¥460 8 1 = 2 ¥150 1 単勝 5 ¥1,040 複勝 5 ¥840 1 ¥160",水面気象情報 気温 9.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011807,2023-01-01,18,徳山,7,6,4,4,,,,2,,,,,,"勝式 組番 払戻金 人気 3連単 5 - 1 - 2 ¥7,110 20 3連複 1 = 2 = 5 ¥630 3 2連単 5 - 1 ¥2,610 8 2連複 1 = 5 ¥790 3 拡連複 1 = 5 ¥180 2 2 = 5 ¥460 8 1 = 2 ¥150 1 単勝 5 ¥1,040 複勝 5 ¥840 1 ¥160",水面気象情報 気温 9.0℃ 晴 風速 4m 水温 11.0℃ 波高 4cm スタンド
202301011808,2023-01-01,18,徳山,8,1,6,6,2,,,3,,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 3 ¥980 3 3連複 1 = 2 = 3 ¥580 3 2連単 1 - 2 ¥280 1 2連複 1 = 2 ¥200 1 拡連複 1 = 2 ¥150 1 1 = 3 ¥210 4 2 = 3 ¥530 9 単勝 1 ¥110 複勝 1 ¥100 2 ¥150,水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011808,2023-01-01,18,徳山,8,2,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 3 ¥980 3 3連複 1 = 2 = 3 ¥580 3 2連単 1 - 2 ¥280 1 2連複 1 = 2 ¥200 1 拡連複 1 = 2 ¥150 1 1 = 3 ¥210 4 2 = 3 ¥530 9 単勝 1 ¥110 複勝 1 ¥100 2 ¥150,水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011808,2023-01-01,18,徳山,8,3,1,1,5,,,2,4,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 3 ¥980 3 3連複 1 = 2 = 3 ¥580 3 2連単 1 - 2 ¥280 1 2連複 1 = 2 ¥200 1 拡連複 1 = 2 ¥150 1 1 = 3 ¥210 4 2 = 3 ¥530 9 単勝 1 ¥110 複勝 1 ¥100 2 ¥150,水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011808,2023-01-01,18,徳山,8,4,2,2,1,,,6,,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 3 ¥980 3 3連複 1 = 2 = 3 ¥580 3 2連単 1 - 2 ¥280 1 2連複 1 = 2 ¥200 1 拡連複 1 = 2 ¥150 1 1 = 3 ¥210 4 2 = 3 ¥530 9 単勝 1 ¥110 複勝 1 ¥100 2 ¥150,水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011808,2023-01-01,18,徳山,8,5,4,4,,,,6,2,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 3 ¥980 3 3連複 1 = 2 = 3 ¥580 3 2連単 1 - 2 ¥280 1 2連複 1 = 2 ¥200 1 拡連複 1 = 2 ¥150 1 1 = 3 ¥210 4 2 = 3 ¥530 9 単勝 1 ¥110 複勝 1 ¥100 2 ¥150,水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011808,2023-01-01,18,徳山,8,6,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 3 ¥980 3 3連複 1 = 2 = 3 ¥580 3 2連単 1 - 2 ¥280 1 2連複 1 = 2 ¥200 1 拡連複 1 = 2 ¥150 1 1 = 3 ¥210 4 2 = 3 ¥530 9 単勝 1 ¥110 複勝 1 ¥100 2 ¥150,水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011809,2023-01-01,18,徳山,9,1,2,2,6,,,4,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 3 - 6 ¥1,600 7 3連複 1 = 3 = 6 ¥1,070 8 2連単 1 - 3 ¥310 1 2連複 1 = 3 ¥260 1 拡連複 1 = 3 ¥210 3 1 = 6 ¥360 5 3 = 6 ¥930 11 単勝 1 ¥100 複勝 1 ¥100 3 ¥150",水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011809,2023-01-01,18,徳山,9,2,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 3 - 6 ¥1,600 7 3連複 1 = 3 = 6 ¥1,070 8 2連単 1 - 3 ¥310 1 2連複 1 = 3 ¥260 1 拡連複 1 = 3 ¥210 3 1 = 6 ¥360 5 3 = 6 ¥930 11 単勝 1 ¥100 複勝 1 ¥100 3 ¥150",水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011809,2023-01-01,18,徳山,9,3,2,2,,,,5,4,,,,,"勝式 組番 払戻金 人気 3連単 1 - 3 - 6 ¥1,600 7 3連複 1 = 3 = 6 ¥1,070 8 2連単 1 - 3 ¥310 1 2連複 1 = 3 ¥260 1 拡連複 1 = 3 ¥210 3 1 = 6 ¥360 5 3 = 6 ¥930 11 単勝 1 ¥100 複勝 1 ¥100 3 ¥150",水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011809,2023-01-01,18,徳山,9,4,2,2,,,,3,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 3 - 6 ¥1,600 7 3連複 1 = 3 = 6 ¥1,070 8 2連単 1 - 3 ¥310 1 2連複 1 = 3 ¥260 1 拡連複 1 = 3 ¥210 3 1 = 6 ¥360 5 3 = 6 ¥930 11 単勝 1 ¥100 複勝 1 ¥100 3 ¥150",水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011809,2023-01-01,18,徳山,9,5,3,3,,,,1,2,,,,,"勝式 組番 払戻金 人気 3連単 1 - 3 - 6 ¥1,600 7 3連複 1 = 3 = 6 ¥1,070 8 2連単 1 - 3 ¥310 1 2連複 1 = 3 ¥260 1 拡連複 1 = 3 ¥210 3 1 = 6 ¥360 5 3 = 6 ¥930 11 単勝 1 ¥100 複勝 1 ¥100 3 ¥150",水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011809,2023-01-01,18,徳山,9,6,3,3,4,,,1,5,,,,,"勝式 組番 払戻金 人気 3連単 1 - 3 - 6 ¥1,600 7 3連複 1 = 3 = 6 ¥1,070 8 2連単 1 - 3 ¥310 1 2連複 1 = 3 ¥260 1 拡連複 1 = 3 ¥210 3 1 = 6 ¥360 5 3 = 6 ¥930 11 単勝 1 ¥100 複勝 1 ¥100 3 ¥150",水面気象情報 気温 10.0℃ 晴 風速 5m 水温 11.0℃ 波高 5cm スタンド
202301011810,2023-01-01,18,徳山,10,1,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 5 ¥700 3 3連複 1 = 4 = 5 ¥390 3 2連単 1 - 4 ¥330 2 2連複 1 = 4 ¥290 2 拡連複 1 = 4 ¥160 2 1 = 5 ¥180 3 4 = 5 ¥260 6 単勝 1 ¥100 複勝 1 ¥110 4 ¥260,水面気象情報 気温 10.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011810,2023-01-01,18,徳山,10,2,1,1,5,,,6,4,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 5 ¥700 3 3連複 1 = 4 = 5 ¥390 3 2連単 1 - 4 ¥330 2 2連複 1 = 4 ¥290 2 拡連複 1 = 4 ¥160 2 1 = 5 ¥180 3 4 = 5 ¥260 6 単勝 1 ¥100 複勝 1 ¥110 4 ¥260,水面気象情報 気温 10.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011810,2023-01-01,18,徳山,10,3,4,4,1,,,3,,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 5 ¥700 3 3連複 1 = 4 = 5 ¥390 3 2連単 1 - 4 ¥330 2 2連複 1 = 4 ¥290 2 拡連複 1 = 4 ¥160 2 1 = 5 ¥180 3 4 = 5 ¥260 6 単勝 1 ¥100 複勝 1 ¥110 4 ¥260,水面気象情報 気温 10.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011810,2023-01-01,18,徳山,10,4,2,2,5,,,1,3,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 5 ¥700 3 3連複 1 = 4 = 5 ¥390 3 2連単 1 - 4 ¥330 2 2連複 1 = 4 ¥290 2 拡連複 1 = 4 ¥160 2 1 = 5 ¥180 3 4 = 5 ¥260 6 単勝 1 ¥100 複勝 1 ¥110 4 ¥260,水面気象情報 気温 10.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011810,2023-01-01,18,徳山,10,5,3,3,,,,4,1,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 5 ¥700 3 3連複 1 = 4 = 5 ¥390 3 2連単 1 - 4 ¥330 2 2連複 1 = 4 ¥290 2 拡連複 1 = 4 ¥160 2 1 = 5 ¥180 3 4 = 5 ¥260 6 単勝 1 ¥100 複勝 1 ¥110 4 ¥260,水面気象情報 気温 10.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011810,2023-01-01,18,徳山,10,6,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 1 - 4 - 5 ¥700 3 3連複 1 = 4 = 5 ¥390 3 2連単 1 - 4 ¥330 2 2連複 1 = 4 ¥290 2 拡連複 1 = 4 ¥160 2 1 = 5 ¥180 3 4 = 5 ¥260 6 単勝 1 ¥100 複勝 1 ¥110 4 ¥260,水面気象情報 気温 10.0℃ 晴 風速 3m 水温 11.0℃ 波高 3cm スタンド
202301011811,2023-01-01,18,徳山,11,1,3,3,2,,,5,6,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥790 3 3連複 1 = 2 = 5 ¥470 3 2連単 1 - 2 ¥210 1 2連複 1 = 2 ¥210 1 拡連複 1 = 2 ¥120 1 1 = 5 ¥180 4 2 = 5 ¥460 8 単勝 1 ¥120 複勝 1 ¥100 2 ¥120,水面気象情報 気温 11.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011811,2023-01-01,18,徳山,11,2,4,4,,,,1,5,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥790 3 3連複 1 = 2 = 5 ¥470 3 2連単 1 - 2 ¥210 1 2連複 1 = 2 ¥210 1 拡連複 1 = 2 ¥120 1 1 = 5 ¥180 4 2 = 5 ¥460 8 単勝 1 ¥120 複勝 1 ¥100 2 ¥120,水面気象情報 気温 11.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011811,2023-01-01,18,徳山,11,3,,,,,,,,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥790 3 3連複 1 = 2 = 5 ¥470 3 2連単 1 - 2 ¥210 1 2連複 1 = 2 ¥210 1 拡連複 1 = 2 ¥120 1 1 = 5 ¥180 4 2 = 5 ¥460 8 単勝 1 ¥120 複勝 1 ¥100 2 ¥120,水面気象情報 気温 11.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011811,2023-01-01,18,徳山,11,4,3,3,,,,1,5,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥790 3 3連複 1 = 2 = 5 ¥470 3 2連単 1 - 2 ¥210 1 2連複 1 = 2 ¥210 1 拡連複 1 = 2 ¥120 1 1 = 5 ¥180 4 2 = 5 ¥460 8 単勝 1 ¥120 複勝 1 ¥100 2 ¥120,水面気象情報 気温 11.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011811,2023-01-01,18,徳山,11,5,4,4,,,,6,2,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥790 3 3連複 1 = 2 = 5 ¥470 3 2連単 1 - 2 ¥210 1 2連複 1 = 2 ¥210 1 拡連複 1 = 2 ¥120 1 1 = 5 ¥180 4 2 = 5 ¥460 8 単勝 1 ¥120 複勝 1 ¥100 2 ¥120,水面気象情報 気温 11.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011811,2023-01-01,18,徳山,11,6,5,5,1,,,2,,,,,,勝式 組番 払戻金 人気 3連単 1 - 2 - 5 ¥790 3 3連複 1 = 2 = 5 ¥470 3 2連単 1 - 2 ¥210 1 2連複 1 = 2 ¥210 1 拡連複 1 = 2 ¥120 1 1 = 5 ¥180 4 2 = 5 ¥460 8 単勝 1 ¥120 複勝 1 ¥100 2 ¥120,水面気象情報 気温 11.0℃ 晴 風速 2m 水温 11.0℃ 波高 2cm スタンド
202301011812,2023-01-01,18,徳山,12,1,4,4,3,,,2,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 4 ¥5,730 17 3連複 1 = 4 = 5 ¥1,780 6 2連単 1 - 5 ¥1,200 4 2連複 1 = 5 ¥1,570 4 拡連複 1 = 5 ¥430 6 1 = 4 ¥240 3 4 = 5 ¥1,490 11 単勝 1 ¥100 複勝 1 ¥100 5 ¥320",水面気象情報 気温 12.0℃ 晴 風速 2m 水温 12.0℃ 波高 2cm スタンド
202301011812,2023-01-01,18,徳山,12,2,1,1,5,,,6,3,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 4 ¥5,730 17 3連複 1 = 4 = 5 ¥1,780 6 2連単 1 - 5 ¥1,200 4 2連複 1 = 5 ¥1,570 4 拡連複 1 = 5 ¥430 6 1 = 4 ¥240 3 4 = 5 ¥1,490 11 単勝 1 ¥100 複勝 1 ¥100 5 ¥320",水面気象情報 気温 12.0℃ 晴 風速 2m 水温 12.0℃ 波高 2cm スタンド
202301011812,2023-01-01,18,徳山,12,3,6,6,2,,,4,1,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 4 ¥5,730 17 3連複 1 = 4 = 5 ¥1,780 6 2連単 1 - 5 ¥1,200 4 2連複 1 = 5 ¥1,570 4 拡連複 1 = 5 ¥430 6 1 = 4 ¥240 3 4 = 5 ¥1,490 11 単勝 1 ¥100 複勝 1 ¥100 5 ¥320",水面気象情報 気温 12.0℃ 晴 風速 2m 水温 12.0℃ 波高 2cm スタンド
202301011812,2023-01-01,18,徳山,12,4,,,,,,,,,,,,"勝式 組番 払戻金 人気 3連単 1 - 5 - 4 ¥5,730 17 3連複 1 = 4 = 5 ¥1,780 6 2連単 1 - 5 ¥1,200 4 2連複 1 = 5 ¥1,570 4 拡連複 1 = 5 ¥430 6 1 = 4 ¥240 3 4 = 5 ¥1,490 11 単勝 1 ¥100 複勝 1 ¥100 5 ¥320",水面気象情報 気温 12.0℃ 晴 風速 2m 水温 12.0℃ 波高 2cm スタンド
